rva	size	donor	donor_rva	symbol	unit	evidence
0x000307e5	0x290	buka21	0x0000e6be	?DoHeroKnob@advManager@@QAEXXZ	SOURCE/ADVMGR	graph:5;base=0.410865;margin=0.380092;shape=0.246;size=0.742;calls=0.733;alternate=pol20:void advManager::DoHeroKnob(void)@0x000646aa
0x00030a75	0x290	buka21	0x0000e8a5	?DoTownKnob@advManager@@QAEXXZ	SOURCE/ADVMGR	graph:3;base=0.410865;margin=0.000000;shape=0.246;size=0.742;calls=0.733;alternate=pol20:void advManager::DoTownKnob(void)@0x000648d9
0x00030d05	0x3da	buka21	0x00013c27	?ViewPuzzle@advManager@@QAEXXZ	SOURCE/ADVMGR	graph:3;base=0.634399;margin=0.712778;shape=0.353;size=0.798;calls=0.917;strings=advmice.mse|puzzle.icn|viewpuzl.bin;alternate=pol20:void advManager::ViewPuzzle(void)@0x0006a1dd
0x00031315	0x1f2	buka21	0x0000ea8c	?CastSpell@advManager@@QAEXH@Z	SOURCE/ADVMGR	graph:6;base=0.339671;margin=1.295843;shape=0.207;size=0.620;calls=0.615;alternate=pol20:void advManager::CastSpell(int)@0x00064b08
0x00031507	0x1127	buka21	0x0007869f	?ShowScenInfo@game@@QAEXXZ	SOURCE/Newgame	graph:3;base=0.533621;margin=0.173025;shape=0.211;size=0.712;calls=0.768;strings=advmice.mse;alternate=pol20:void game::ShowCampaignInfo(int, int)@0x00047fb6
0x0003266f	0x321	buka21	0x00014562	?ControlPanel@advManager@@QAEHXZ	SOURCE/ADVMGR	graph:8;base=0.552235;margin=0.031986;shape=0.333;size=0.605;calls=0.636;strings=advmice.mse|cpanel.bin;alternate=pol20:void advManager::SystemOptions(void)@0x0006b082
0x00032990	0x227	pol20	0x0006b219	void UpdateSystemOptions(int)	SOURCE/ADVMGR	graph:2;base=0.491745;margin=0.333508;shape=0.508;size=0.638;calls=0.684
0x00032bb7	0x232	buka21	0x0000edaf	?SaveGame@@YIHXZ	SOURCE/ADVMGR	graph:3;base=0.731974;margin=0.187030;shape=0.477;size=0.957;calls=0.889;strings=.GM%d|.\GAMES\|advmice.mse;alternate=pol20:int SaveGame(void)@0x00064e9f
0x00033334	0xab	buka21	0x0000effa	?CheckCastSpell@advManager@@QAEXXZ	SOURCE/ADVMGR	graph:2;base=0.587490;margin=0.208808;shape=0.255;size=0.813;calls=0.857;strings=advmice.mse;alternate=pol20:void advManager::CheckCastSpell(void)@0x000650eb
0x000333df	0x213	buka21	0x00014173	?AdvPanel@advManager@@QAEXXZ	SOURCE/ADVMGR	graph:5;base=0.644374;margin=0.446733;shape=0.427;size=0.786;calls=0.720;strings=advmice.mse|apanel.bin;alternate=pol20:void advManager::AdvPanel(void)@0x0006a724
0x000337c5	0x34b	buka21	0x0000f085	?DimensionDoorHandler@@YIHAAUtag_message@@@Z	SOURCE/ADVMGR	graph:2;base=0.481967;margin=0.254497;shape=0.313;size=0.765;calls=1.000;alternate=pol20:int DimensionDoorHandler(struct tag_message &)@0x00065191
0x00033b10	0xaf6	buka21	0x0000f30a	?ComboDraw@advManager@@QAEHHHH@Z	SOURCE/ADVMGR	graph:3;base=0.384237;margin=0.212683;shape=0.299;size=0.586;calls=0.778;alternate=pol20:int advManager::ComboDraw(int, int, int)@0x000654ad
0x00034606	0x3a	pol20	0x00066656	int advManager::ComboDraw(int)	SOURCE/ADVMGR	graph:0;base=0.970000;margin=0.153125;instruction-sequence
0x00034640	0x2dd	buka21	0x000105eb	?SetEnvironmentOrigin@advManager@@QAEXHHH@Z	SOURCE/ADVMGR	graph:3;base=0.577153;margin=0.265756;shape=0.425;size=0.947;calls=1.000;alternate=pol20:void advManager::SetEnvironmentOrigin(int, int, int)@0x0006668e
0x0003491d	0x69	buka21	0x000108a1	?CheckLoadSample@advManager@@QAEXH@Z	SOURCE/ADVMGR	graph:1;base=0.741786;margin=0.490066;shape=0.533;size=0.857;calls=1.000;strings=loop%04d.82M;alternate=pol20:void advManager::CheckLoadSample(int)@0x000669c6
0x00034986	0x251	buka21	0x00010d39	?InsertSound@advManager@@QAEXHHHH@Z	SOURCE/ADVMGR	graph:2;base=0.476286;margin=0.526376;shape=0.266;size=0.902;calls=0.750;alternate=pol20:void advManager::InsertSound(int, int, int, int)@0x00066ef0
0x00034bd7	0x340	buka21	0x00010f50	?TeleportTo@advManager@@QAEXPAVhero@@HHHH@Z	SOURCE/ADVMGR	graph:2;base=0.494469;margin=0.364782;shape=0.352;size=0.864;calls=0.864;alternate=pol20:void advManager::TeleportTo(class hero *, int, int, int, int)@0x0006712a
0x00034f17	0x246	buka21	0x00011313	?DimensionDoor@advManager@@QAEXXZ	SOURCE/ADVMGR	graph:4;base=0.671113;margin=0.501597;shape=0.372;size=0.883;calls=0.867;strings=dimdoor.bin;alternate=pol20:void advManager::DimensionDoor(void)@0x00067539
0x0003515d	0x2a6	buka21	0x000115f5	?TownGate@advManager@@QAEXH@Z	SOURCE/ADVMGR	graph:2;base=0.385467;margin=0.208066;shape=0.290;size=0.657;calls=0.526;alternate=pol20:void advManager::TownGate(int)@0x0006785d
0x00035403	0x51c	buka21	0x000119fd	?SummonBoat@advManager@@QAEXXZ	SOURCE/ADVMGR	graph:2;base=0.502597;margin=0.051626;shape=0.294;size=0.965;calls=0.867;alternate=pol20:void advManager::SummonBoat(void)@0x00067c9b
0x0003591f	0x31b	buka21	0x00011f49	?ShowRoute@advManager@@QAEXHHH@Z	SOURCE/ADVMGR	graph:3;base=0.438878;margin=0.464254;shape=0.279;size=0.721;calls=1.000;alternate=pol20:void advManager::ShowRoute(int, int, int)@0x00068247
0x00035c3a	0x106	buka21	0x00012397	?HideRoute@advManager@@QAEXHHH@Z	SOURCE/ADVMGR	graph:4;base=0.524051;margin=0.948488;shape=0.403;size=0.809;calls=1.000;alternate=pol20:void advManager::HideRoute(int, int, int)@0x00068720
0x00035d40	0x91	buka21	0x0001246b	?CheckDimHero@advManager@@QAEXXZ	SOURCE/ADVMGR	graph:2;base=0.465466;margin=0.233620;shape=0.306;size=0.738;calls=1.000;alternate=pol20:void advManager::CheckDimHero(void)@0x00068827
0x00035dd1	0x6e	buka21	0x000124d6	?CheckDimNextHeroBut@advManager@@QAEXXZ	SOURCE/ADVMGR	graph:3;base=0.454682;margin=0.437763;shape=0.225;size=0.845;calls=1.000;alternate=pol20:void advManager::CheckDimNextHeroBut(void)@0x000688b4
0x00035e3f	0x152	buka21	0x00012533	?SeedTo@advManager@@QAEXHH@Z	SOURCE/ADVMGR	graph:3;base=0.530039;margin=0.750383;shape=0.400;size=0.820;calls=1.000;alternate=pol20:void advManager::SeedTo(int, int)@0x0006891f
0x00035fe0	0x1b6	buka21	0x00012697	?ScreenScroll@advManager@@QAEXHH@Z	SOURCE/ADVMGR	graph:2;base=0.463708;margin=0.069995;shape=0.184;size=0.968;calls=1.000;alternate=pol20:void advManager::ScreenScroll(int, int)@0x00068ab6
0x00036196	0x1e1	buka21	0x0001283f	?CheckScreenScroll@advManager@@QAEXXZ	SOURCE/ADVMGR	graph:3;base=0.475412;margin=0.607960;shape=0.306;size=0.761;calls=1.000;alternate=pol20:void advManager::CheckScreenScroll(void)@0x00068c5c
0x00036377	0xa3	buka21	0x000129ad	?MouseInScrollZone@advManager@@QAEHXZ	SOURCE/ADVMGR	graph:2;base=0.376012;margin=0.441568;shape=0.180;size=0.620;calls=1.000;alternate=pol20:int advManager::MouseInScrollZone(void)@0x00068e17
0x0003641a	0x283	buka21	0x00012a12	?SetInitialMapOrigin@advManager@@QAEXXZ	SOURCE/ADVMGR	graph:5;base=0.512925;margin=0.905583;shape=0.330;size=0.958;calls=0.778;alternate=pol20:void advManager::SetInitialMapOrigin(void)@0x00068ea8
0x0003669d	0x152	buka21	0x00012c7a	?LoadRemote@advManager@@QAEXXZ	SOURCE/ADVMGR	graph:4;base=0.559158;margin=0.708697;shape=0.333;size=0.638;calls=0.706;strings=advmice.mse;alternate=pol20:void advManager::LoadRemote(void)@0x00069160
0x000367ef	0x178	buka21	0x00012e8c	?CheckHandleNet@advManager@@QAEPADXZ	SOURCE/ADVMGR	graph:2;base=0.410587;margin=0.478746;shape=0.288;size=0.750;calls=0.692;alternate=pol20:char * advManager::CheckHandleNet(void)@0x0006931e
0x00036967	0xd4	buka21	0x00013081	?CheckHandleNetPlayerWait@advManager@@QAEHAAUtag_message@@H@Z	SOURCE/ADVMGR	graph:5;base=0.447497;margin=1.157842;shape=0.264;size=0.731;calls=1.000;alternate=pol20:int advManager::CheckHandleNetPlayerWait(struct tag_message &, int)@0x0006952a
0x00036a3b	0x1c2	buka21	0x0001311c	?TrimLoopingSounds@advManager@@QAEXH@Z	SOURCE/ADVMGR	graph:3;base=0.593881;margin=0.540898;shape=0.483;size=0.978;calls=1.000;alternate=pol20:void advManager::TrimLoopingSounds(int)@0x000695f7
0x00036d9d	0x138	buka21	0x00013464	?SaveAdventureBorder@advManager@@QAEXXZ	SOURCE/ADVMGR	graph:2;base=0.567475;margin=0.473800;shape=0.423;size=0.969;calls=1.000;alternate=pol20:void advManager::SaveAdventureBorder(void)@0x00069976
0x00036ed5	0x13b	buka21	0x000135a6	?DrawAdventureBorder@advManager@@QAEXXZ	SOURCE/ADVMGR	graph:2;base=0.567997;margin=0.477634;shape=0.397;size=0.978;calls=1.000;alternate=pol20:void advManager::DrawAdventureBorder(void)@0x00069abb
0x00037977	0x63	buka21	0x00097724	?ClearEffects@combatManager@@QAEXXZ	SOURCE/SPELLAI	graph:2;base=0.425101;margin=0.364782;shape=0.143;size=0.828;calls=1.000;alternate=pol20:void combatManager::ClearEffects(void)@0x00088607
0x000379da	0x40	pol20	0x0008866d	void combatManager::NextPos(int *)	SOURCE/SPELLAI	unique-instructions
0x00037a1a	0x87	pol20	0x000886ad	int combatManager::FirstArmy(int, int, int *)	SOURCE/SPELLAI	graph:1;base=0.681732;margin=0.132187;shape=0.733;size=0.839;calls=1.000
0x00038310	0x56d	buka21	0x000ad4b0	?ViewGeneral@combatManager@@QAEHHHH@Z	SOURCE/VIEW	graph:4;base=0.677383;margin=0.274305;shape=0.458;size=0.778;calls=0.853;strings=port%04d.icn|vgenwin.bin;alternate=pol20:int combatManager::ViewGeneral(int, int, int)@0x0000bd60
0x00038a9f	0x161	buka21	0x000ade2f	?ViewArmy@combatManager@@QAEXPAVarmy@@H@Z	SOURCE/VIEW	graph:3;base=0.474703;margin=0.690322;shape=0.250;size=0.915;calls=1.000;alternate=pol20:void combatManager::ViewArmy(class army *, int)@0x0000c784
0x00038c00	0x1f8	buka21	0x0004bff0	?Write@playerData@@QAEXH@Z	SOURCE/GAME	graph:2;base=0.582104;margin=0.473963;shape=0.500;size=0.883;calls=0.885;alternate=pol20:void playerData::Write(int)@0x000708b0
0x00038df8	0x1e8	buka21	0x0004c22b	?Read@playerData@@QAEXH@Z	SOURCE/GAME	graph:2;base=0.555449;margin=0.750197;shape=0.444;size=0.878;calls=0.880;alternate=pol20:void playerData::Read(int)@0x00070aed
0x00038fe0	0x12c	buka21	0x0004c457	?NextHero@playerData@@QAEHH@Z	SOURCE/GAME	graph:2;base=0.473378;margin=0.450383;shape=0.230;size=0.850;calls=1.000;alternate=pol20:int playerData::NextHero(int)@0x00070d1a
0x0003910c	0x68	pol20	0x00070e47	int playerData::HasMobileHero(void)	SOURCE/GAME	graph:3;base=0.635249;margin=0.699128;shape=0.550;size=0.971;calls=1.000
0x0003933d	0x386	pol20	0x000710f3	void ComputeUALoc(int)	SOURCE/GAME	graph:2;base=0.536740;margin=0.410965;shape=0.383;size=0.870;calls=1.000
0x000396c3	0x1b0	buka21	0x0004cb1e	?SetupPuzzlePieces@game@@QAEHHH@Z	SOURCE/GAME	graph:2;base=0.371036;margin=0.440737;shape=0.148;size=0.799;calls=0.615
0x00039873	0xb3	pol20	0x000717ac	int game::IsMobile(int)	SOURCE/GAME	graph:2;base=0.596540;margin=0.549964;shape=0.441;size=0.989;calls=1.000
0x00039926	0x1e	pol20	0x00071861	class fullMap * game::GetWorldMapData(void)	SOURCE/GAME	unique-instructions
0x00039bfe	0x8f	pol20	0x00071c80	int game::GetTownId(int, int)	SOURCE/GAME	graph:2;base=0.573359;margin=0.313392;shape=0.432;size=0.930;calls=1.000
0x00039d14	0x129	buka21	0x0004d202	?GenerateStandardFileName@@YIXPAD0@Z	SOURCE/GAME	graph:2;base=0.427111;margin=0.052277;shape=0.267;size=0.694;calls=1.000;alternate=pol20:void GenerateStandardFileName(char *, char *)@0x00071d89
0x00039e3d	0x7b2	buka21	0x0004d3ae	?SaveGame@game@@QAEHPADHC@Z	SOURCE/GAME	graph:3;base=0.606443;margin=0.348788;shape=0.410;size=0.678;calls=0.698;strings=%s%s|%s.%s|%s.GM%d;alternate=pol20:int game::SaveGame(char *, int, signed char)@0x00071eb7
0x0003a5ef	0x9b2	buka21	0x0004e8d9	?LoadGame@game@@QAEXPADHH@Z	SOURCE/GAME	graph:5;base=0.668603;margin=0.422052;shape=0.401;size=0.926;calls=0.741;strings=%s%s|.\DATA\|.\GAMES\;alternate=pol20:void game::LoadGame(char *, int, int)@0x000735bf
0x0003b522	0x2c3	buka21	0x00076e3b	?UpdateNewGameWindow@game@@QAEXXZ	SOURCE/Newgame	graph:2;base=0.454910;margin=0.298327;shape=0.215;size=0.546;calls=0.480;strings=%s %d%%;alternate=pol20:void game::UpdateNewGameWindow(void)@0x000b88d6
0x0003b7e5	0x2c3	pol20	0x000741e6	void game::GiveTroopsToNeutralTown(int)	SOURCE/GAME	graph:2;base=0.438805;margin=0.078380;shape=0.324;size=0.703;calls=0.857
0x0003baa8	0x3eb	buka21	0x000a4f5d	?Open@townManager@@UAEHH@Z	SOURCE/TOWNMGR	graph:3;base=0.367020;margin=0.187105;shape=0.352;size=0.516;calls=0.565;alternate=pol20:int game::NewGame(void)@0x000b769e
0x0003be93	0x2ad	buka21	0x000b3aba	?ShowInfo@ExpCampaign@@QAEXHH@Z	SOURCE/X_CAMPGN	graph:5;base=0.710255;margin=0.146523;shape=0.500;size=0.813;calls=0.958;strings=advmice.mse;alternate=pol20:void ExpCampaign::ShowInfo(int, int)@0x000bc00e
0x0003c1bf	0x28c	buka21	0x000b3427	?InitMap@ExpCampaign@@QAEXXZ	SOURCE/X_CAMPGN	graph:2;base=0.361177;margin=0.269979;shape=0.160;size=0.387;calls=0.167;strings=origdata.bin;alternate=pol20:void ExpCampaign::InitMap(void)@0x000bb843
0x0003c44b	0x1009	buka21	0x0007734a	?NewGameHandler@@YIHAAUtag_message@@@Z	SOURCE/Newgame	graph:2;base=0.444304;margin=0.067157;shape=0.265;size=0.862;calls=0.812;alternate=pol20:void game::NewMap(char *)@0x00074678
0x0003d6a7	0xc63	pol20	0x0008041e	void game::ProcessRandomObjects(void)	SOURCE/GAME	graph:2;base=0.367437;margin=0.149769;shape=0.194;size=0.587;calls=0.821
0x0003e30a	0x43a	buka21	0x00053b9e	?LoadMap@game@@QAEHPAD@Z	SOURCE/GAME	graph:4;base=0.657346;margin=0.109543;shape=0.244;size=0.995;calls=1.000;strings=%s%s|.\MAPS\;alternate=pol20:int game::LoadMap(char *)@0x00078b72
0x0003e744	0x321	buka21	0x00053fd3	?ClaimTown@game@@QAEXHHH@Z	SOURCE/GAME	graph:4;base=0.415111;margin=0.758393;shape=0.164;size=0.968;calls=0.500;alternate=pol20:void game::ClaimTown(int, int, int)@0x00078fea
0x0003ea65	0x2c9	buka21	0x000542da	?ClaimMine@game@@QAEXHH@Z	SOURCE/GAME	graph:3;base=0.252405;margin=0.498955;shape=0.139;size=0.683;calls=0.000
0x0003ed2e	0x297	buka21	0x000546ee	?ViewSpells@game@@QAEHPAVhero@@HP6IHAAUtag_message@@@ZH@Z	SOURCE/GAME	graph:4;base=0.637141;margin=0.178696;shape=0.427;size=0.725;calls=0.733;strings=spellwin.bin;alternate=pol20:int game::ViewSpells(class hero *, int, int (*)(struct tag_message &), int)@0x00079856
0x0003f080	0x1e0	pol20	0x00079a38	void game::UpdateSpellWidgets(void)	SOURCE/GAME	graph:2;base=0.348608;margin=0.082690;shape=0.382;size=0.467;calls=0.348
0x0003f8cd	0x8e1	buka21	0x00055529	?ViewArmy@game@@QAEXHHHHPAVtown@@HHHPAVhero@@PAVarmy@@PAVarmyGroup@@H@Z	SOURCE/GAME	graph:5;base=0.612909;margin=0.340762;shape=0.385;size=0.681;calls=0.829;strings= (%d)|%s%d|armywin.bin;alternate=pol20:void game::ViewArmy(int, int, int, int, class town *, int, int, int, class hero *, class army *, class armyGroup *, int)@0x0007a649
0x000401ae	0x1b8	buka21	0x00056231	?ViewArmyHandler@@YIHAAUtag_message@@@Z	SOURCE/GAME	graph:3;base=0.308927;margin=0.170943;shape=0.232;size=0.493;calls=0.556;alternate=pol20:int ViewArmyHandler(struct tag_message &)@0x0007b2cf
0x00040366	0xbf2	buka21	0x00075b4b	?NewGame@game@@QAEHXZ	SOURCE/Newgame	graph:5;base=0.446715;margin=0.076639;shape=0.250;size=0.874;calls=0.797;alternate=pol20:int DoArenaDialog(void)@0x000c0080
0x000411e3	0x3d	pol20	0x0007bd35	void game::TurnOnAIMusic(void)	SOURCE/GAME	graph:2;base=0.748571;margin=0.468087;shape=0.800;size=0.968;calls=1.000
0x00041220	0x25	pol20	0x0007bd74	void game::TurnOffAIMusic(void)	SOURCE/GAME	graph:1;base=0.970000;margin=0.200000;instruction-sequence
0x00041245	0x4e1	buka21	0x00056c32	?NextPlayer@game@@QAEXXZ	SOURCE/GAME	graph:6;base=0.506997;margin=1.216721;shape=0.284;size=0.968;calls=0.889;alternate=pol20:void game::NextPlayer(void)@0x0007bd99
0x00042654	0x2e1	pol20	0x0007ec44	void game::PerMonth(void)	SOURCE/GAME	graph:2;base=0.500605;margin=0.545096;shape=0.381;size=0.833;calls=0.778
0x00043a3a	0x102	pol20	0x0007feb7	void game::RandomizeHeroPool(void)	SOURCE/GAME	graph:3;base=0.430013;margin=0.606675;shape=0.375;size=0.521;calls=1.000
0x00043b3c	0x2e0	pol20	0x000800a6	void game::SetRandomHeroArmies(int, int)	SOURCE/GAME	graph:3;base=0.618267;margin=0.809411;shape=0.570;size=0.829;calls=1.000
0x000440e9	0x259	buka21	0x0005b736	?SetVisibility@game@@QAEXHHHH@Z	SOURCE/GAME	graph:3;base=0.449662;margin=0.505159;shape=0.181;size=0.875;calls=1.000;alternate=pol20:void game::SetVisibility(int, int, int, int)@0x00080b64
0x00044342	0xfc	buka21	0x0005ba0c	?GiveArmy@game@@QAEXPAVarmyGroup@@HHH@Z	SOURCE/GAME	graph:2;base=0.542661;margin=0.479075;shape=0.407;size=0.794;calls=1.000;alternate=pol20:void game::GiveArmy(class armyGroup *, int, int, int)@0x00080e6c
0x0004443e	0x8c	buka21	0x0005bad4	?ExperienceValueOfStack@game@@QAEHPAVarmyGroup@@PAVhero@@@Z	SOURCE/GAME	graph:2;base=0.491573;margin=0.501516;shape=0.250;size=0.900;calls=1.000;alternate=pol20:int game::ExperienceValueOfStack(class armyGroup *, class hero *)@0x00080f68
0x00044637	0x24	buka21	0x000c0510	?SRand@@YIXH@Z	BASE/Misc	graph:2;base=0.488870;margin=0.436445;shape=0.316;size=0.861;calls=1.000
0x0004465b	0xbf	buka21	0x0005bb52	?GetLuck@game@@QAEHPAVhero@@PAVarmy@@PAVtown@@@Z	SOURCE/GAME	graph:3;base=0.340271;margin=0.529148;shape=0.188;size=0.654;calls=0.667;alternate=pol20:int game::GetLuck(class hero *, class army *, class town *)@0x00080ff9
0x0004471a	0x350	buka21	0x000136da	?FindAdjacentMonster@advManager@@QAEHHHPAH0HH@Z	SOURCE/ADVMGR	graph:3;base=0.502628;margin=0.574839;shape=0.364;size=0.953;calls=0.667;alternate=pol20:int advManager::FindAdjacentMonster(int, int, int *, int *, int, int)@0x00069bef
0x00044a6a	0xde	buka21	0x0005bc76	?SetupAdjacentMons@game@@QAEXXZ	SOURCE/GAME	graph:3;base=0.519474;margin=0.741945;shape=0.279;size=0.996;calls=1.000;alternate=pol20:void game::SetupAdjacentMons(void)@0x0008111f
0x00044b48	0x61	buka21	0x0005bd55	?CancelComputerScreen@game@@QAEXXZ	SOURCE/GAME	graph:2;base=0.526467;margin=0.434153;shape=0.371;size=0.866;calls=1.000;alternate=pol20:void game::CancelComputerScreen(void)@0x00081210
0x00044ba9	0x115	buka21	0x0005bda9	?ShowComputerScreen@game@@QAEXXZ	SOURCE/GAME	graph:3;base=0.481260;margin=0.673888;shape=0.345;size=0.812;calls=0.778;alternate=pol20:void game::ShowComputerScreen(void)@0x00081271
0x00044d66	0x155	buka21	0x0005bf1f	?WaitForPlayer@game@@QAEXPADH@Z	SOURCE/GAME	graph:2;base=0.547163;margin=0.571086;shape=0.476;size=0.842;calls=0.833;alternate=pol20:void game::WaitForPlayer(char *, int)@0x000813fe
0x00044ebb	0xb2	pol20	0x00078a49	void game::InitializePasswords(void)	SOURCE/GAME	graph:2;base=0.485981;margin=0.409582;shape=0.302;size=0.904;calls=1.000
0x000452a9	0x347	buka21	0x0005ce94	?ProcessOnMapHeroes@game@@QAEXXZ	SOURCE/GAME	graph:3;base=0.296138;margin=0.478209;shape=0.233;size=0.458;calls=0.545;alternate=pol20:void game::ProcessOnMapHeroes(void)@0x00082547
0x000455f0	0x3b5	buka21	0x0005d5ba	?CheckHeroConsistency@game@@QAEXXZ	SOURCE/GAME	graph:2;base=0.487324;margin=0.544395;shape=0.344;size=0.775;calls=1.000;alternate=pol20:void game::CheckHeroConsistency(void)@0x00082cbb
0x000459a5	0x6e9	buka21	0x0005da83	?TransmitSaveGame@game@@QAEHHHH@Z	SOURCE/GAME	graph:2;base=0.660125;margin=0.426397;shape=0.321;size=0.898;calls=0.886;strings=%s%s|.\DATA\|PostWait;alternate=pol20:int game::TransmitSaveGame(int, int, int)@0x00083219
0x0004608e	0x579	buka21	0x0005e236	?ReceiveSaveGame@game@@QAEHHHHH@Z	SOURCE/GAME	graph:2;base=0.655741;margin=0.222523;shape=0.420;size=0.807;calls=0.714;strings=%s%s|.\DATA\|Receive End;alternate=pol20:int game::ReceiveSaveGame(int, int, int, int)@0x00083937
0x00046607	0x42b	buka21	0x0005e8fe	?DoNewTurn@game@@QAEXXZ	SOURCE/GAME	graph:2;base=0.487826;margin=0.297906;shape=0.344;size=0.836;calls=0.867;alternate=pol20:void game::DoNewTurn(void)@0x00083fc4
0x00046a32	0x58	pol20	0x00084419	int game::GetBoatsBuilt(void)	SOURCE/GAME	graph:0;base=0.970000;margin=0.284245;instruction-sequence
0x00046a8a	0x36f	buka21	0x000754b0	?GetMap@game@@QAEXXZ	SOURCE/Newgame	graph:2;base=0.547944;margin=0.077231;shape=0.356;size=0.530;calls=0.607;strings=.\MAPS\;alternate=pol20:void game::GetMap(void)@0x000b6f40
0x00046df9	0x98	pol20	0x00084471	int game::GetNumThievesGuilds(int)	SOURCE/GAME	graph:2;base=0.622077;margin=0.353497;shape=0.509;size=0.974;calls=1.000
0x000472d8	0x44e	buka21	0x000adfb0	?ViewWorld@advManager@@QAEXHHH@Z	SOURCE/Viewwrld	graph:4;base=0.364493;margin=0.061615;shape=0.277;size=0.633;calls=0.682;alternate=pol20:void advManager::ViewWorld(int, int, int)@0x000333c0
0x00047875	0xab	buka21	0x0005f13c	?RestoreCell@game@@QAEXHHHHPAVmapCell@@H@Z	SOURCE/GAME	graph:2;base=0.572404;margin=0.482531;shape=0.423;size=0.977;calls=1.000;alternate=pol20:void game::RestoreCell(int, int, int, int, class mapCell *, int)@0x0008480a
0x00047920	0x3c	buka21	0x00021710	??0armyGroup@@QAE@XZ	SOURCE/ARMYGRP	graph:2;base=0.513410;margin=0.267257;shape=0.385;size=0.817;calls=1.000;alternate=pol20:void armyGroup::constructor(void)@0x0008c040
0x00047974	0x11b	pol20	0x0008c17a	int armyGroup::GetMorale(class hero *, class town *, class armyGroup *)	SOURCE/ARMYGRP	graph:5;base=0.376508;margin=0.944795;shape=0.376;size=0.480;calls=0.545
0x00047a8f	0x31	pol20	0x0008c3c7	void armyGroup::Dismiss(int)	SOURCE/ARMYGRP	graph:2;base=0.683830;margin=0.409989;shape=0.647;size=0.959;calls=1.000
0x00047ac0	0x59	buka21	0x00021a56	?IsMember@armyGroup@@QAEHH@Z	SOURCE/ARMYGRP	graph:2;base=0.401440;margin=0.383163;shape=0.171;size=0.719;calls=1.000;alternate=pol20:int armyGroup::IsMember(int)@0x0008c3f6
0x00047b19	0x153	pol20	0x0008c44b	int armyGroup::IsHomogeneous(int)	SOURCE/ARMYGRP	graph:2;base=0.468798;margin=0.143678;shape=0.393;size=0.985;calls=0.000
0x00047c6c	0x54	buka21	0x00021bba	?CanJoin@armyGroup@@QAEHH@Z	SOURCE/ARMYGRP	graph:2;base=0.455116;margin=0.419277;shape=0.310;size=0.702;calls=1.000;alternate=pol20:int armyGroup::CanJoin(int)@0x0008c599
0x00047cc0	0x59	pol20	0x0008c5ed	int armyGroup::GetNumArmies(void)	SOURCE/ARMYGRP	graph:2;base=0.675925;margin=0.391910;shape=0.645;size=0.944;calls=1.000
0x00047d19	0x132	buka21	0x00021c3d	?Add@armyGroup@@QAEHHHH@Z	SOURCE/ARMYGRP	graph:2;base=0.418523;margin=0.356193;shape=0.176;size=0.729;calls=1.000;alternate=pol20:int armyGroup::Add(int, int, int)@0x0008c641
0x00047e4b	0x7d	pol20	0x0008c75d	void armyGroup::Swap(int, class armyGroup *, int)	SOURCE/ARMYGRP	graph:1;base=0.763480;margin=0.440190;shape=0.833;size=0.936;calls=1.000
0x00047ec8	0x158	buka21	0x00021d87	?DamageGroup@armyGroup@@QAEXM@Z	SOURCE/ARMYGRP	graph:2;base=0.521804;margin=0.531953;shape=0.341;size=0.892;calls=1.000;alternate=pol20:void armyGroup::DamageGroup(float)@0x0008c7d2
0x0004803c	0x83d	buka21	0x0005f47a	?CreateDiffFile@@YIXPAD00HH@Z	SOURCE/GAME	graph:3;base=0.561672;margin=0.038740;shape=0.231;size=0.646;calls=0.951;strings=%s%s;alternate=pol20:int fileRequester::InitializeFiles(char *, char *, int)@0x0008ca91
0x000489c4	0x431	buka21	0x0008f275	?Open@fileRequester@@UAEHH@Z	SOURCE/REQUEST	graph:4;base=0.718088;margin=0.176393;shape=0.403;size=0.976;calls=0.963;strings=fileRequester|request.bin;alternate=pol20:int fileRequester::Open(int);   // virtual [override (implements baseManager pure virtual)]@0x0008d5e1
0x00048df5	0x8a	pol20	0x0008da47	void fileRequester::SetOK(int)	SOURCE/REQUEST	graph:2;base=0.619117;margin=0.332467;shape=0.571;size=0.836;calls=1.000
0x00048e7f	0xa8c	buka21	0x0008f737	?Main@fileRequester@@UAEHAAUtag_message@@@Z	SOURCE/REQUEST	graph:5;base=0.521487;margin=0.114044;shape=0.300;size=0.615;calls=0.600;strings=$%'-_@~`!(){}^#&+,;=[].;alternate=pol20:int fileRequester::Main(struct tag_message &);   // virtual [override (implements baseManager pure virtual)]@0x0008daec
0x000499a8	0x2b2	buka21	0x0009085b	?DoKnob@fileRequester@@QAEXXZ	SOURCE/REQUEST	graph:4;base=0.459180;margin=0.170271;shape=0.236;size=0.874;calls=0.875;alternate=pol20:void fileRequester::DoKnob(void)@0x0008ec9a
0x00049c5a	0x55e	buka21	0x00090ab6	?Update@fileRequester@@QAEXH@Z	SOURCE/REQUEST	graph:4;base=0.311908;margin=0.264606;shape=0.243;size=0.506;calls=0.526;alternate=pol20:void fileRequester::Update(int)@0x0008ef82
0x0004a374	0x26c	buka21	0x0007b9e6	?SetupNewOverviewType@game@@QAEXHH@Z	SOURCE/Overview	graph:2;base=0.380836;margin=0.069682;shape=0.207;size=0.742;calls=0.615;alternate=pol20:void combatManager::ShowEagleEyeSpell(class heroWindow *)@0x0002dfc9
